#OIII_Hb SII_Ha NII_Ha_both V
-2.599634726650061 1.69403114828963 0.7059827336453287 87.0
-2.591692181476247 1.7002158756855636 0.7065253808035812 87.0
-2.582960324911281 1.7064577482018521 0.70724424883678 87.0
-2.575053060837887 1.7127372769348657 0.7080299646022918 87.0
-2.5718814112915327 1.718940408791327 0.7089417447049267 87.0
-2.5643785696251418 1.694316123456714 0.7102762468504411 87.0
-2.118786583744981 1.6323576951437349 0.5539257124155085 87.0
-2.087124601352426 1.6375795481202189 0.5529506621961511 87.0
-2.0577140874148476 1.6426765963597287 0.5521636063042594 87.0
-2.0345019694070237 1.6158935665843208 0.5515572404937986 87.0
-1.9984393473574271 1.6205126332453026 0.5508541745483928 87.0
-1.9642901621721383 1.6257361480506793 0.550381359410812 87.0
-1.9283020547783858 1.6307519529651786 0.5500113131031973 87.0
-1.89404723076302 1.6356085766570874 0.5500121617598183 87.0
-1.8526947619238057 1.6405660214859443 0.550686046577619 87.0
-1.810229043653126 1.6141675486926381 0.5525879043498994 87.0
-1.7674104372452135 1.6191451770939538 0.5564911113615624 87.0
-1.6074965003182535 1.573812100029945 0.42262659962516125 87.0
-1.5583991157030688 1.5756320942624145 0.42123941391410813 87.0
-1.5138246466603689 1.545621676001144 0.4202272194189679 87.0
-1.4599960551499733 1.5462736004268456 0.418874591973041 87.0
-1.4063374122535923 1.54765479755247 0.4178125280501092 87.0
-1.3458138286393968 1.5481778548448493 0.41695006306567106 87.0
-1.2809174260985141 1.5480407001294414 0.4166842100599552 87.0
-1.2120934161451804 1.5476757614076373 0.4172078379527712 87.0
-1.1373618418813125 1.5467753273517286 0.41967232705089075 87.0
-1.0620360068188412 1.5453817210751997 0.42559321370994757 87.0
-0.9755143323008331 1.5436676236520648 0.4396842202724321 87.0
-1.1422213745727026 1.5164476448069244 0.3636160403029081 87.0
-1.0805087395935542 1.5143932747424156 0.36221546351130374 87.0
-1.0149644320896458 1.511100126255067 0.3611000214516399 87.0
-0.9450806728761854 1.5079963247891361 0.36046543673411524 87.0
-0.8751046950115076 1.503888481029893 0.3603738322403779 87.0
-0.7979478310879397 1.4987034178593777 0.36126688304818844 87.0
-0.7255881165741258 1.4928737688401401 0.3634542161414902 87.0
-0.6458147013741393 1.4860647073429814 0.3673813105640307 87.0
-0.5706353675823027 1.510020103179412 0.37394660939803115 87.0
-0.49250844103463076 1.5013761252436224 0.3838342928666072 87.0
-0.42467357256350896 1.4925255835019173 0.3976345683409835 87.0
-0.6522992847276528 1.4874195187018282 0.32666232863425937 87.0
-0.5843423424485796 1.4812037427201812 0.3274557002182997 87.0
-0.5117737154643576 1.4742671118347683 0.32895764273201133 87.0
-0.4504695252639877 1.4667507095705778 0.33153586258114753 87.0
-0.38666567976731264 1.490413243425723 0.33463377421455376 87.0
-0.3284754193703314 1.48146175358563 0.33942461272487595 87.0
-0.269371126797651 1.4720368225567797 0.34490052785360376 87.0
-0.21643942020427806 1.4620792376752256 0.3511633218794844 87.0
-0.1706447582803271 1.451630877385324 0.35835631835999876 87.0
-0.12014176271746048 1.4408954842363535 0.3646142069672175 87.0
-0.08128309776896922 1.4616076104745253 0.3705757002539096 87.0
-0.22055503324748754 1.4456546656000286 0.3136788586528688 87.0
-0.17408079334140752 1.4688000889184345 0.3173048908376204 87.0
-0.12755817779642872 1.459907293502864 0.32160087554278066 87.0
-0.08741131345172828 1.4507207259551025 0.32649340725170173 87.0
-0.046153361457215256 1.4416264977199627 0.3308038421022782 87.0
-0.014519635426340766 1.432339598155341 0.334843821671987 87.0
0.020071103533841214 1.422995397122938 0.338246411990099 87.0
0.04645614241259183 1.4446729482975984 0.34041226925682894 87.0
0.06877936300956104 1.4350570337359383 0.34297109961130967 87.0
0.09586645347854265 1.4258271714372641 0.3453864945360338 87.0
0.11237036552583217 1.4160949248577188 0.3463756493927189 87.0
0.05583685101840452 1.4302734406075306 0.3143066597782436 87.0
0.08303654241196466 1.422142674785013 0.31676329794314334 87.0
0.10414555055400815 1.4138510216134383 0.3187361830738149 87.0
0.1261963679205309 1.4060238707866952 0.32041279579134047 87.0
0.14457420760961637 1.4289273926614419 0.32187962057131625 87.0
0.1593566116222266 1.420958807183033 0.32278768653626383 87.0
0.17516377449195347 1.4131774311939067 0.32350438877463394 87.0
0.18791535464998976 1.4055046413610919 0.32400037159747386 87.0
0.1987395401044162 1.3979044087210448 0.3244073060264636 87.0
0.21160104414523973 1.3905252814358002 0.32526286289490874 87.0
0.22180531799654887 1.4125123569694293 0.3249171225632777 87.0
0.20202489510403787 1.4190976406959679 0.3046722188666298 87.0
0.2149762347220665 1.4124471816462423 0.3051479792802117 87.0
0.2253351318185406 1.4057684678648348 0.3053494236102522 87.0
0.23383341488443402 1.3993190351758509 0.30547572478624174 87.0
0.24333574855987536 1.392998286464065 0.3061023870785575 87.0
0.2505907587001927 1.3867393010420361 0.3063010714123427 87.0
0.256717745977487 1.3804852551954419 0.3061468290843234 87.0
0.2648178230095365 1.403612298559176 0.3056109974161987 87.0
0.2710047257856962 1.3974293826987132 0.3058356115502886 87.0
0.27586395071252123 1.390934335482243 0.30609785456250577 87.0
0.28105610458350416 1.3846271367623115 0.306137490885106 87.0
0.2769211320657739 1.3820479541101256 0.2888329761948076 87.0
0.2820780545771541 1.3763597566287442 0.28853122650510077 87.0
0.28775695499519965 1.3707805965849456 0.28848591476553737 87.0
0.292344693840592 1.3663752772984805 0.28885286239265945 87.0
0.29640190169214353 1.3610571119212151 0.28870441013561887 87.0
0.3012904942113715 1.384026397523513 0.2881414539220938 87.0
0.30477048852325855 1.3489317765080007 0.28748411785926736 87.0
0.3088204331099598 1.3721581524079303 0.2867706158420058 87.0
0.31219852037252827 1.3675974856545878 0.28704692090465345 87.0
0.31527743947181025 1.3588141763708914 0.2860926893276705 87.0
0.31833468422613653 1.3554827275739414 0.28573790173266866 87.0
0.3187101189183412 1.3371174883879335 0.2687629660907065 87.0
0.3218261837685033 1.331639929190393 0.26901043416247766 87.0
0.3247555990379174 1.3235494156639582 0.2677857426245112 87.0
0.3274815414022211 1.319513152069416 0.26756164749688954 87.0
0.3307180787325882 1.3399901645878962 0.26672808668028675 87.0
0.3327615356098077 1.3044050788347554 0.26655393789427345 87.0
0.3354779600174358 1.3262984940108022 0.2655362134935731 87.0
0.33789832564503613 1.3152131324323013 0.26435675352309346 87.0
0.3400671661329536 1.3094073831038293 0.264642060781162 87.0
0.3417509792651747 1.3007464977279126 0.2641870489829327 87.0
0.34395972900714095 1.2876473733735119 0.26352795596716316 87.0
-0.2047875718199604 0.7967630819766741 0.35691503519002477 88.0
-2.889410289700751 0.9320712210460366 0.3664012340061658 88.0
-2.779238346024858 0.9140583035787098 0.3418420844875341 88.0
-2.757508264988689 0.9057577059240819 0.33458821036283537 88.0
-2.746080739425089 0.8996191831702937 0.3300201331865941 88.0
-2.7380238086021875 0.8942703537451064 0.3263598429174004 88.0
-2.7318902701915215 0.8899005524728253 0.3234915717355362 88.0
-2.7253573053006748 0.8858801153877678 0.32123303104401346 88.0
-2.719831534789209 0.8822736470481554 0.3193496001704129 88.0
-2.714690286909733 0.879417120518705 0.31772594257381204 88.0
-2.7105225336553977 0.8764490529087332 0.3164392552382207 88.0
-2.4104860280055607 0.8120169796850044 0.2279593106240922 88.0
-2.39817893634822 0.8092608584806734 0.22605405153829167 88.0
-2.385735712641295 0.8062513941534214 0.2242673808619505 88.0
-2.379239510005794 0.8042570594620357 0.2227976879716036 88.0
-2.366642657221516 0.8012249796569857 0.22150261046091496 88.0
-2.3528616339368496 0.7985562822013353 0.22029334655899738 88.0
-2.3399982798971166 0.7964477638607117 0.21916935284850844 88.0
-2.327043642495363 0.7924888353877091 0.21821616447711276 88.0
-2.313605072495461 0.7896022197967837 0.21765556792196128 88.0
-2.30191686131791 0.7879225669535826 0.2175724687998038 88.0
-2.286811972326914 0.7850939161778056 0.21720371017786066 88.0
-1.847864603138124 0.6417263682511828 0.06672107589423545 88.0
-1.8117748272947207 0.6389251845308181 0.064361245656723 88.0
-1.778298935615403 0.6361229886710582 0.06216050546075806 88.0
-1.7371693651443403 0.6327767102536523 0.05987287626182572 88.0
-1.6950573175975354 0.6301238638429478 0.05780201219856809 88.0
-1.652806638152063 0.6271992034632727 0.05607979374994676 88.0
-1.6055658314011254 0.624684695180472 0.054546534683165615 88.0
-1.5526248756855505 0.621905747212763 0.05369926830385273 88.0
-1.5000793407686495 0.6192035699092389 0.05374331172263666 88.0
-1.4374216658913297 0.616532781996375 0.055668148656626525 88.0
-1.3785848180818068 0.6142704929240966 0.061446907032874996 88.0
-1.409447940077853 0.5678988553339126 -0.015968918346644944 88.0
-1.3562118619167278 0.5653677179823076 -0.018307690096209136 88.0
-1.3022303056247901 0.5628452712699773 -0.020625998900231382 88.0
-1.2474445308114281 0.5603205086731466 -0.02272140117229731 88.0
-1.187848997785645 0.5576620563166605 -0.024592209672462888 88.0
-1.1231300524717411 0.5545694817052462 -0.026196075067779146 88.0
-1.0550290211787205 0.5520026153054092 -0.02699007500541118 88.0
-0.9797216058880726 0.5486831831295284 -0.026830739658037554 88.0
-0.905005099055388 0.5456731764611784 -0.025072411201698203 88.0
-0.8209080230460062 0.5423482441019905 -0.019395716778760435 88.0
-0.7368375350377834 0.5393047420684266 -0.006054931112533014 88.0
-0.9471522165991396 0.5257772932800621 -0.06060318599429493 88.0
-0.8829940033640332 0.522711992349738 -0.062462250202895635 88.0
-0.8187282284405385 0.5189287501519801 -0.06416285353848572 88.0
-0.7493360805367565 0.5153538352417257 -0.0653356360061659 88.0
-0.6756558010609593 0.5122729540057197 -0.06575849559740653 88.0
-0.6087295916688006 0.5088060123912387 -0.06523049713641597 88.0
-0.5349891352825922 0.505412183070094 -0.06366520261840329 88.0
-0.4641238344146548 0.5016103356748022 -0.06055766042949076 88.0
-0.39126008093121206 0.49793550409771115 -0.0555844123325329 88.0
-0.32339783041798165 0.49414245064010115 -0.0487569737498491 88.0
-0.25970048520684996 0.49011507111120406 -0.039762856568254706 88.0
-0.4788095948114232 0.48746012170996994 -0.08978390540702594 88.0
-0.41372784191060374 0.484112552489297 -0.0894323636636492 88.0
-0.3506748789414624 0.4805435764745084 -0.08849752955631972 88.0
-0.29337608319526404 0.47695249201546863 -0.08677046740545268 88.0
-0.23571923094324254 0.473436892428912 -0.08453631849283369 88.0
-0.1836658836256962 0.4695977817071315 -0.08164443565804579 88.0
-0.1274358569093484 0.4660023470355381 -0.07853910362177532 88.0
-0.08708214157927047 0.4623692340162536 -0.07522114552439893 88.0
-0.04502463411818469 0.45909974725532254 -0.07166096617588955 88.0
-0.003571517215583504 0.45567281784958363 -0.06913970001996668 88.0
0.025182934335449245 0.45213869535862816 -0.06741175866390119 88.0
-0.09036909885416496 0.45187777416097646 -0.10100827718080457 88.0
-0.04812359098853918 0.44975511218589137 -0.09787543345493144 88.0
-0.01043005600768573 0.44619106582958046 -0.09589544318657942 88.0
0.02460879612655787 0.44335381367098853 -0.09353889627280357 88.0
0.055645859994655635 0.4402092321250466 -0.09201577290907434 88.0
0.087603973687808 0.4373585540760604 -0.09086018864570465 88.0
0.11038766587508698 0.4344982323100618 -0.09005985595551573 88.0
0.13305964275390958 0.43145789178825106 -0.08976595497243274 88.0
0.15545750145184248 0.42845564503001327 -0.08994271701840358 88.0
0.16740595723229204 0.42607734799332403 -0.08979658477700905 88.0
0.19089171692216964 0.42355698801640235 -0.09038037420478535 88.0
0.14715052521007055 0.4207906743000109 -0.10713376554099044 88.0
0.16571902980083228 0.41960861871250527 -0.10625347679819906 88.0
0.1857120998700062 0.41837766622418693 -0.10561103802093148 88.0
0.20150636705323804 0.4163080466889085 -0.10536317309497295 88.0
0.2149232848948974 0.4140856338931107 -0.10548925619557409 88.0
0.23009111974874671 0.41180645701018004 -0.10618683464861149 88.0
0.24124755126371628 0.40966307912251004 -0.10682128711752537 88.0
0.2505907587001927 0.40754315540417274 -0.10765826218846564 88.0
0.26207121261729316 0.4053000838333463 -0.10856873648802945 88.0
0.27011959861890267 0.4036013666705741 -0.10883530611099455 88.0
0.2777925189314418 0.40163890693371773 -0.10977291700379135 88.0
0.26517172319093174 0.3943603755375444 -0.1219859563800155 88.0
0.27551866051181056 0.39347810990991006 -0.1222973859935319 88.0
0.28307497473547155 0.3924486600789186 -0.12272191780638068 88.0
0.2913688504515827 0.39110813546721057 -0.1235689974846687 88.0
0.2979355063596474 0.39052284439311485 -0.12350737434842061 88.0
0.3042750504771283 0.3893206248194548 -0.12423240488035986 88.0
0.310438394815848 0.3885274023034221 -0.12474345337704189 88.0
0.3159913253599147 0.38773932022960816 -0.12513046601185052 88.0
0.32062395505353747 0.3861925668231151 -0.1260910067956996 88.0
0.3255156633631482 0.38547136811243965 -0.12599840049274963 88.0
0.32960124835651883 0.3845947148043985 -0.12634304395603352 88.0
0.32739980723769957 0.3698984149897974 -0.13874053467001818 88.0
0.3318724984888981 0.36872330676254483 -0.13952400654811362 88.0
0.3363396358207826 0.3678807130716823 -0.14015551013368455 88.0
0.34028543947046747 0.3674111978877157 -0.14035047693526165 88.0
0.3444512236861383 0.3665206920297178 -0.14106142784281261 88.0
0.34770071527234725 0.3657869405565864 -0.14160506906706152 88.0
0.35108090946301557 0.3648713037278979 -0.1422248317878454 88.0
0.35410843914740087 0.363949166526036 -0.1430076920597775 88.0
0.3570004904409224 0.363663744819354 -0.14297807333110502 88.0
0.3597785841392384 0.36288561199216623 -0.14359577940972534 88.0
0.36227507978311685 0.36222680370753685 -0.14429907722278648 88.0
0.36370597285472384 0.3438582473391233 -0.155084398334111 88.0
0.36618005798911446 0.3431108747353683 -0.15592837789454514 88.0
0.36891880234938 0.34280400322610316 -0.15594209816187557 88.0
0.3712895730645561 0.3419739784577781 -0.15666010659494334 88.0
0.37362910064966837 0.3413007335348763 -0.15705750973546218 88.0
0.3756818996593746 0.3404628848679209 -0.1579400006479228 88.0
0.3779615702196367 0.3400003741903213 -0.1581116397032749 88.0
0.3799940401657418 0.33934176328155935 -0.1588302758197568 88.0
0.3819089060057983 0.3379664240115852 -0.15955727269753725 88.0
0.3840486020286183 0.337357323616747 -0.1598707432850333 88.0
0.38576709362677575 0.3366782051759152 -0.16014705700134427 88.0
-0.20041135314926659 0.8433235324147748 0.2895884099118698 88.0
-2.8818676000790955 1.0303615118324914 0.2938860488664397 88.0
-2.7683520388464005 1.0127204419766551 0.26928774674950084 88.0
-2.7488973745858614 1.0035995207250665 0.2619390452604654 88.0
-2.736766461560511 0.996921058861696 0.257107654673417 88.0
-2.729460905739452 0.9914605526359784 0.25361921507750707 88.0
-2.723010010631769 0.9869961268263492 0.2506706124727232 88.0
-2.7162466166674735 0.9831242932168148 0.24818310451899186 88.0
-2.710879481932052 0.9801077615773842 0.24630934431172297 88.0
-2.7055558198031266 0.9771425271065167 0.2446510900193034 88.0
-2.700558079197908 0.9748141790346869 0.24335592780598883 88.0
-2.400160577806434 0.9105126946745459 0.15693345373832446 88.0
-2.386200447283719 0.9078589986596042 0.154813197773626 88.0
-2.373444078937169 0.9053349077612849 0.15302196093844894 88.0
-2.3665618450924426 0.903232301969849 0.15141136709487135 88.0
-2.353753157904674 0.9013059756904289 0.15012581238102773 88.0
-2.3395519486787046 0.8977383130129162 0.14882266212649053 88.0
-2.3263249168457025 0.8946021724815526 0.14777615596474192 88.0
-2.313077869623615 0.892649912757142 0.14690791500472697 88.0
-2.299175181757802 0.8909376864714408 0.14614256764162625 88.0
-2.2854187911604686 0.8891145799112062 0.14572214247107015 88.0
-2.2716137485770966 0.8871357042316812 0.1456357842872304 88.0
-1.835587655895231 0.7494078346606676 0.0018876684594737651 88.0
-1.7990401216081546 0.7467304573621036 -0.00039080577683908756 88.0
-1.7639416332614457 0.7441605932149276 -0.002525474716311038 88.0
-1.7235841553465514 0.7420162453209739 -0.004314149131284426 88.0
-1.6768097989397894 0.7393557688687653 -0.006265919499110276 88.0
-1.6375552260589454 0.7369746937087966 -0.008030391938807922 88.0
-1.5884307963313675 0.7344749675003999 -0.009303113195859941 88.0
-1.5358533735404267 0.7322927852062205 -0.010029759016961771 88.0
-1.477464482953376 0.7296420660036382 -0.010160059260333226 88.0
-1.417527547065146 0.7273090554581506 -0.008366534019683507 88.0
-1.35895246108294 0.7251348287351583 -0.003082117340421884 88.0
-1.3960549247671574 0.6738203430869657 -0.079451862384852 88.0
-1.3436909335438856 0.6716690898532839 -0.08141598628155941 88.0
-1.291366678984602 0.6690647831974663 -0.08343321184619266 88.0
-1.234048463864484 0.666324333316087 -0.0852883553407455 88.0
-1.1745933577577257 0.6635892597500727 -0.08694645546802594 88.0
-1.1086354025129248 0.6609532266973135 -0.0881821415816723 88.0
-1.041474340196637 0.6579890354441792 -0.08898639361464487 88.0
-0.9648905970554245 0.6549566966495125 -0.08879253316432377 88.0
-0.888871963654876 0.6519007800563978 -0.08689517941188554 88.0
-0.8030228646248814 0.6484794264400278 -0.0817086438576256 88.0
-0.7203102469663811 0.6455389883398107 -0.0695538824097824 88.0
-0.9352800155590926 0.6286701178114477 -0.1253106171635501 88.0
-0.8695375707184202 0.6253877149849016 -0.12697316405845682 88.0
-0.8031884573373235 0.6221014891169834 -0.12821913970783594 88.0
-0.735276599098 0.6183743223806774 -0.12932176179962052 88.0
-0.6619620650968755 0.6148371578900983 -0.129658742340285 88.0
-0.5944487517176903 0.6108004646997618 -0.12902424421714023 88.0
-0.5204534806024362 0.6066235092173563 -0.12741427524843296 88.0
-0.44929479658113813 0.6025091850247906 -0.12421856199465976 88.0
-0.37597587535213856 0.5981666687621444 -0.11978913780899203 88.0
-0.3101674613469143 0.5938655127126908 -0.11351313006546122 88.0
-0.24648588221080248 0.589096471896953 -0.10547913939094841 88.0
-0.46522531798522637 0.5866309711740546 -0.15657886310254196 88.0
-0.40081585301283307 0.5838195646931322 -0.1559288910173845 88.0
-0.33748770851087745 0.5797210827167568 -0.1549102956923471 88.0
-0.27979106577496127 0.5755186237324195 -0.1533710372977635 88.0
-0.2220949195775131 0.5714861502798011 -0.1510396290671863 88.0
-0.16976429888394948 0.5674981718338012 -0.14819679200808422 88.0
-0.11576556076364794 0.5633450094418612 -0.1451506462132332 88.0
-0.07572588414129702 0.5590905153301187 -0.14237349447914147 88.0
-0.037076901340532535 0.5547369823040363 -0.13931289256153329 88.0
0.00466523324787711 0.5503106530527505 -0.1367760181525256 88.0
0.035269600099436256 0.5462994044895433 -0.13497440517577874 88.0
-0.0771655929003818 0.5457404951868728 -0.17001199395006192 88.0
-0.035721508345985274 0.5435388076902685 -0.16787264941557778 88.0
0.0006075870628903731 0.5414787844549621 -0.16572394392239415 88.0
0.035389709198677004 0.5383010115580849 -0.16396614575190185 88.0
0.0659156681885919 0.5345584083049791 -0.1620423013112942 88.0
0.0973961506415025 0.5313509885857175 -0.16086293238117536 88.0
0.12031064263646234 0.5276683159318617 -0.16023990698651897 88.0
0.14407580619855048 0.5244881004149975 -0.1596986938629451 88.0
0.16470966353987906 0.5214562908215489 -0.15973737431826257 88.0
0.17609125905568124 0.5178331125336536 -0.1599167566650851 88.0
0.1993162742531042 0.5150891630860297 -0.1598383614684908 88.0
0.15648857605001726 0.5108010430029111 -0.17901232970770245 88.0
0.175366831061349 0.5081681094061332 -0.178803249375822 88.0
0.19501356287582824 0.5071681129454714 -0.17833818548801084 88.0
0.21074644889832583 0.5050692285890257 -0.17842172077424326 88.0
0.2237813963998135 0.5033519839553692 -0.17883497014730285 88.0
0.238572961696629 0.5011201770616658 -0.1786351688656869 88.0
0.2494429614425822 0.49995572631015306 -0.17901556121415396 88.0
0.2587809065412604 0.4976615735638641 -0.17966480028291773 88.0
0.2701895427041812 0.49617126936799444 -0.18022950957688977 88.0
0.27802154097013176 0.49391113108530255 -0.180927566001545 88.0
0.28544478290741543 0.49155318609267257 -0.18123238268663333 88.0
0.2730707536224657 0.4771029849975979 -0.19541474507459228 88.0
0.28339169729712815 0.476572146761597 -0.19585623945345484 88.0
0.2911023303561343 0.4749444970594433 -0.19647217067010986 88.0
0.2994419208020923 0.4736826356345811 -0.1971049998461974 88.0
0.3056952289118583 0.47198700362603346 -0.19764770574719767 88.0
0.31166911240061107 0.4709625289954247 -0.19771763883869964 88.0
0.3178335992435889 0.4696173845701542 -0.19829506627383403 88.0
0.32347898813015835 0.46822948734145464 -0.19873460836193838 88.0
0.32813486154333243 0.4663778595954008 -0.19979632606432904 88.0
0.33294316012569236 0.4649734307841583 -0.20029997675688133 88.0
0.33713966272456086 0.4635392416663189 -0.20031250008287124 88.0
0.3347351471318334 0.44641284039166845 -0.21299303037934927 88.0
0.3391134147714006 0.4454453828462339 -0.21358130728825675 88.0
0.3438810382147706 0.4426012929008204 -0.21432565824146999 88.0
0.347486138076573 0.4408990709243765 -0.2149066024848362 88.0
0.35154508530616435 0.4392026513353269 -0.21518939930023553 88.0
0.3547613115515885 0.4377618393257099 -0.21570615652557687 88.0
0.35814432451217487 0.4362529346754091 -0.21629062808514432 88.0
0.3612744225622063 0.4351078641405692 -0.2168772824834015 88.0
0.3637999454791093 0.4335256356708969 -0.2172269731661469 88.0
0.3664042774917001 0.4319214000508438 -0.21732373322791712 88.0
0.3687516195445554 0.4303648261846773 -0.2178207800900506 88.0
0.37060560093814854 0.4128992928693844 -0.22978221772125026 88.0
0.3730224027881573 0.4115008286756531 -0.23044065642281703 88.0
0.3754807146185724 0.40971748379281114 -0.23045966523764616 88.0
0.377706841369624 0.4081896152472284 -0.2309659612947898 88.0
0.38003024796783064 0.4066991679991285 -0.23135863949451288 88.0
0.38208911866530076 0.40513925608409845 -0.23198734357388587 88.0
0.38437133760099085 0.40261822023822486 -0.2324119000474635 88.0
0.386284886767858 0.40087856066237054 -0.2330085135853172 88.0
0.3880656604696413 0.39933985927942933 -0.23333694608307778 88.0
0.38990995177203297 0.3971507042239509 -0.23350815753452211 88.0
0.39199307225971286 0.3948716423562001 -0.2341499117335607 88.0
-0.2006594505464183 1.2081751020059168 0.33871108702217606 88.0
-2.8850889159181086 1.3593087878727956 0.32745036318115206 88.0
-2.7741740085381066 1.3398358498342806 0.3037862708353782 88.0
-2.752026733638193 1.329702449032648 0.29678440922494054 88.0
-2.739833173165645 1.319654122857013 0.2926850190882654 88.0
-2.7323590176540846 1.313531185657343 0.28945086580025714 88.0
-2.726304412069908 1.3063278607268152 0.287207993971553 88.0
-2.719535453373082 1.302614080571473 0.2852348391681336 88.0
-2.7138130830589624 1.2995837607579992 0.2836616197070644 88.0
-2.7084757549919343 1.297014473786909 0.28233829657213866 88.0
-2.7035761514962235 1.2924138980661775 0.2815906662586048 88.0
-2.4030182568664795 1.2375426369221296 0.19186201827492216 88.0
-2.388818570705561 1.2357205961664677 0.19017657058030574 88.0
-2.3819937650144714 1.2342485370562468 0.18886354559472182 88.0
-2.3682924873370834 1.229220574536607 0.18797940409930572 88.0
-2.355256231411603 1.2278016552374693 0.18693611090538098 88.0
-2.341778665552289 1.2265616120202318 0.18619148053813708 88.0
-2.3284569147374263 1.2255278161318637 0.18548741419376916 88.0
-2.3152174540835557 1.2216180963395356 0.18524974701529814 88.0
-2.301568854983408 1.2210885301436794 0.1848963282574635 88.0
-2.287543922402354 1.220514307183363 0.18478624461502574 88.0
-2.279766252492172 1.2199787200553263 0.18512027626982686 88.0
-1.8360340170451166 1.102527621310939 0.037700763433064416 88.0
-1.8034922080603042 1.1008116706727544 0.035934280984794335 88.0
-1.7633368012965904 1.0992045122813943 0.034331670647071336 88.0
-1.7223907856959089 1.0976604465157593 0.03273357971426887 88.0
-1.6765416331505323 1.0960121755964625 0.03127109838349807 88.0
-1.635505288355449 1.0944986622819375 0.030057291678290483 88.0
-1.5849932460461724 1.089933717643908 0.029338953051536137 88.0
-1.5235016805814232 1.0881798989130336 0.028981639252133703 88.0
-1.468840534595468 1.0864358589325658 0.029272823331395924 88.0
-1.4119412897715906 1.0849277940170297 0.03126416500047781 88.0
-1.352294363341144 1.0833623770421505 0.03687193593436916 88.0
-1.3939735253446632 1.0344504278577418 -0.04437496058869751 88.0
-1.3409589720039243 1.0317978215933619 -0.04588360108385138 88.0
-1.2886652704417425 1.0287590104827746 -0.04739288218977073 88.0
-1.230105964187831 1.0256855916884788 -0.04874951231841288 88.0
-1.1692189243936388 1.0223074141224784 -0.04997436229841923 88.0
-1.1024058943532244 1.018311846683212 -0.05070403097817326 88.0
-1.0341353650954288 1.0142784382330412 -0.050997216615875626 88.0
-0.9564805397542436 1.0099986836667003 -0.05020145075024394 88.0
-0.879623520255566 1.0052656762045402 -0.04770071064907924 88.0
-0.7949581207386306 1.0000670850877575 -0.041951117779121104 88.0
-0.7110580661471216 0.9944385832458013 -0.0295596011420628 88.0
-0.9294080684879599 0.991321510430507 -0.09044917062573193 88.0
-0.8637869344869751 0.9867216439143193 -0.09147329041225848 88.0
-0.7941733406406584 0.9818146285790084 -0.09226619094220152 88.0
-0.7282745305097615 0.976425223549497 -0.09262442935685099 88.0
-0.6539014166290096 0.9708318405100741 -0.09224302372595253 88.0
-0.5858793739561795 0.9648275528746373 -0.09103539139851498 88.0
-0.5084422174486654 0.9614421444579089 -0.08916899314765049 88.0
-0.43959117595305464 0.9546454896136682 -0.08551699554434763 88.0
-0.36844462758709606 0.9472952362405745 -0.08033556153742313 88.0
-0.30342520820352675 0.9396963875068131 -0.0732972605715763 88.0
-0.2401056259745007 0.9317964701508279 -0.06464357269346968 88.0
-0.45780967956634283 0.9491160251164764 -0.12068970175418084 88.0
-0.3921698226467047 0.9430150835958367 -0.11967933473758856 88.0
-0.3257084981743368 0.936807883043213 -0.11797227044849637 88.0
-0.27085951851447554 0.9332958884535218 -0.1159156857830282 88.0
-0.21522584770785558 0.9267332517173758 -0.11305091352942535 88.0
-0.16375186081883553 0.9199009759689707 -0.10956662350636093 88.0
-0.11019424813191456 0.9131023210800164 -0.10597765882110528 88.0
-0.07033078842454676 0.9095019175403962 -0.10280730831395271 88.0
-0.0319609123360045 0.902650126983058 -0.09930451412649134 88.0
0.008515007631454796 0.8958916478930357 -0.09643333631673391 88.0
0.03925544380648628 0.8890149711848448 -0.09365118472527248 88.0
-0.07170146519265481 0.9096026112391857 -0.13316299733581483 88.0
-0.030733227236049983 0.9037290838008569 -0.1305294359992849 88.0
0.005008820672367182 0.8978137318158897 -0.12804934868122822 88.0
0.03949343512593356 0.8920214520299695 -0.12580290624825305 88.0
0.06985302111362468 0.8864304381340569 -0.12379706958133277 88.0
0.1007495256898598 0.8840112533631123 -0.12246831221714906 88.0
0.12342693500442116 0.8785189725750767 -0.12085100372406016 88.0
0.14671703574397574 0.8734273575336046 -0.11989988472192564 88.0
0.16693309487115385 0.8682992282708085 -0.1193686659193571 88.0
0.1787180191057686 0.8662636401683665 -0.11946619812063124 88.0
0.20147905894608897 0.8620282554336708 -0.11912039106905652 88.0
0.1593566116222266 0.8742461392298888 -0.14168846851411732 88.0
0.17762306163135527 0.8695947766038188 -0.14060264055363264 88.0
0.19739084113329755 0.8683191514586008 -0.14044325016999457 88.0
0.21306596206571776 0.864074920781046 -0.14002315251265002 88.0
0.22580017057054516 0.8598897624453054 -0.14006915300703005 88.0
0.24034952674221935 0.8562545152705261 -0.13996107138316377 88.0
0.2509808070963494 0.8523819007196385 -0.13957160642630673 88.0
0.26026224471497716 0.8516077733207812 -0.14021731743787255 88.0
0.27146985861574513 0.8483031588914846 -0.14035559325428654 88.0
0.27758629578476324 0.8446915132609505 -0.1407461626813716 88.0
0.2858497404934423 0.8416965514072413 -0.14091489166636387 88.0
0.27461961909123805 0.8521198832372957 -0.15742785440702187 88.0
0.2846788312416711 0.8490269114073906 -0.15720696840338336 88.0
0.2919900953461805 0.8459606592552166 -0.15751633780728397 88.0
0.30020405125246613 0.8432337165300018 -0.15773642039244393 88.0
